"Y","X1","X2","X3","X4"
68.3896666782378,2.80054320758209,0,0,28.503033869667
115.083912091707,2.8043866856955,1,0,29.3493241101969
96.9457349591044,1.30016541194636,0,1,39.628238807898
19.4744451067104,0.985915884026326,0,1,15.7241698177531
126.088407024663,2.11605427740142,0,1,44.2505416036583
63.2411340610527,2.21400527581573,0,1,38.5885652208235
91.8400391603355,2.32668947742786,1,1,22.4354637151118
117.473486423479,0.9058576697018,0,1,46.7488270995673
93.7899973762387,0.975113292736933,1,0,22.0421929927543
93.788204845797,2.15298085345421,0,1,38.1971573829651
93.1979844268349,2.84522029333748,1,1,17.2467051018029
85.6217315232929,1.66684025977738,0,0,34.4067751329858
192.2197344557,2.19669586101081,1,0,45.0247392375022
88.4684680529632,2.29551996882074,0,1,38.6740631114226
50.4708260496225,2.24663257591892,0,1,23.0608176493552
60.1662354882483,0.958796143066138,0,0,34.4596901705954
172.265538099728,1.22966158292256,1,0,46.405928672757
98.859861556668,2.11728479240555,0,0,43.101482253056
89.2220725331166,1.73703840910457,0,0,33.1607590294443
84.7856979334956,1.28055128459819,0,1,42.4786057181191
144.334327621347,1.83962655672804,1,1,32.9642079591285
156.15011715133,2.02811179237906,1,0,36.7236683887895
19.2309018489918,1.3199920711806,0,1,12.2747364544775
152.661299221668,0.906333308899775,1,0,33.79940321506
79.7237204846078,2.17691467751283,0,0,30.7392534513492
100.478456864731,1.47028481326997,0,0,39.8266885569319
31.831997554781,0.914483430376276,0,1,12.3991987430491
144.915211870116,1.54211096344516,1,1,34.1428986859974
25.0154530654782,0.932851955853403,0,0,12.1179619706236
81.8852481698933,1.57070230417885,0,0,32.0939693357795
69.3530484363987,2.74129621821921,0,0,26.6286603393964
125.850485149335,2.02700396867003,1,1,33.2133821654133
94.3645414319724,2.485124474857,0,0,32.9232858112082
80.803879528348,2.62229257759172,0,1,26.3861794711556
87.3877095197836,2.60234066010453,0,0,31.7787541148718
119.56668762561,2.82339906042907,1,0,32.1915373213124
39.0061785670048,1.26276614405215,0,0,11.2185186673887
94.8881644547857,2.80204421100207,0,1,38.8881930198986
152.318197238707,2.5042991600465,1,0,38.6103775976226
64.5180336000609,2.47784968893975,1,1,14.7432229313999
14.8388443854777,1.52023244875018,0,1,18.7975487199146
69.5607130849516,2.13619880375918,0,1,30.7642200612463
98.6436354118557,1.53127969899215,0,1,44.9152490030974
75.5369875587268,2.60540110166185,0,1,22.8859650862869
35.2678421787801,1.20699563117232,0,0,18.5950633040629
62.0239064788536,1.69000166079495,1,0,16.5971098751761
78.0758282428845,2.03490314190276,0,1,40.9561863711569
98.7739687286048,2.31620267133694,0,0,32.6877475052606
215.285735459332,2.93448860426433,1,1,47.6374810861889
41.2595328540079,2.82493916277308,0,0,21.9478470555041
