"Y","X1","X2","X3","X4","X5","X6","X7"
230.405217109797,0.189069072057949,0,96.6044150583912,93.6525179633749,-3.42684993310237,1.60938330139243,1
250.917227657459,1.51132133240142,0,78.1370927870739,86.2375505046488,3.91076790084425,0.576298807782554,3
232.345832979462,2.44714921864264,1,98.4747681533918,97.1111168919738,-1.00202883366828,1.07165751566542,3
336.453705081318,5.86715518122636,0,96.6300747124478,78.3518278747449,5.69267650128643,2.83364694769312,2
213.893735232239,3.76608474759917,0,82.5901276955847,98.4616882985996,1.24098597892104,1.57611729122177,2
206.846465227,3.64561941437568,0,84.6548766596243,90.9102968048506,-1.75432447955259e-05,1.34906613074467,3
303.43704531364,1.56759254245234,1,88.7114819546696,99.3549943917774,5.08479546807948,6.25793694199024,1
230.130975078207,3.53513844404875,0,84.7690971801057,93.743827603379,1.76170122924372,1.14001706368995,3
223.132993021925,3.98466003190292,1,95.4317479568999,96.7554983652268,-1.0800692182824,3.64200928353248,1
361.298582871956,4.2576184853245,1,79.7643525525928,95.6356071754414,7.7042961244472,6.11150683786472,2
388.135735179353,1.70945670658293,0,84.5962474413682,97.8028781004413,8.21053140076194,0.650280416170292,2
355.23299642841,7.52872871271956,0,87.5327046960592,89.407180651781,6.94269186480542,1.46162313674786,2
189.110194545985,6.30105268265698,0,82.099397003185,99.605311635156,-3.09823220585347,0.494897931677931,2
210.259094225949,1.16340796193185,0,90.118078206433,99.4560249201772,-1.27847959913642,5.88277357806716,3
267.901071962301,2.98702030776373,1,96.1339736473747,91.4546754505065,2.52256314015944,1.18380827877584,1
333.694578270581,1.61110115223491,1,86.2662019731943,87.98413085891,6.45030773533946,1.38563323383079,2
269.947226105319,0.87155637771841,1,99.5117123413365,88.9079239607654,2.45327039335554,0.817473694969352,1
200.500112337677,1.62021064657095,1,86.2177033675835,98.4185728285588,-1.86155046500025,0.647354700807874,3
234.741468872642,0.744919458093078,1,98.8601400516927,97.9593638845293,-3.84156195378074,0.407175993878303,2
217.314471590709,0.809368367326695,1,90.439320623409,99.2693924032457,-0.176147686573846,1.40926063005778,1
259.092114786355,2.32946027505486,1,84.6388322708663,99.466422554089,3.66426261699872,2.79717506782086,1
295.860077298961,1.73044762752106,0,87.6824980019592,94.8110564528231,4.9638509769014,2.06647120730388,2
292.688836734852,2.37002719312407,0,98.2386904710438,92.7904189533215,3.5972381863026,1.76171358773783,1
213.799609838495,1.97507653683244,0,78.1264825491235,95.1123540654502,2.00625809283743,2.6215282270648,2
370.181701663163,0.6229509962784,0,97.3728057637345,90.8261280995423,6.81435124807907,5.95333691982373,3
196.029358024762,4.1436513400842,0,83.345435053343,92.3776210393026,-3.6232783042132,8.8696075729485,3
296.754618914797,2.43024980673869,0,94.5858444029,95.6232657152212,-9.25920549580455,0.643902577860378,2
227.677193108185,0.618960841804211,1,95.0584570062347,93.8260954421917,-0.569611587020294,0.266677775414645,2
354.190459667643,0.544872172670591,1,90.3145504475106,91.4978191672851,6.82154868968523,2.34504387260331,1
275.955660874652,6.42919296897966,1,85.3737532161176,91.6417970915101,4.31552585621815,2.2699130211283,2
206.481446284302,2.09490102228744,1,89.5660510985181,84.7485962069761,-2.22283734360588,0.527725811458732,1
286.848616072093,2.77653853058294,0,81.7120210791472,90.3676048418197,5.16591818321626,0.708492477714949,3
234.179885946692,1.76460654220504,1,83.0436586635187,92.8286534127362,2.62780423755761,0.294420043276259,1
345.933534123577,0.793934673253431,0,88.5892060003243,89.2661301512219,6.71721317279397,1.51080973564071,1
223.132409202656,1.22577114365072,1,88.2953235181049,89.9204435375191,0.964082341322169,0.322897762357897,2
187.970645987501,1.93096817936925,1,80.9983795916196,98.251559929778,-2.2197237282467,13.0611536454789,1
215.846586227443,1.18264142356073,1,92.9245004896075,57.770951366822,-2.25871394480293,1.68135517154336,2
358.699889854165,0.499385144369522,0,98.4645418822765,98.1677397900545,6.31748375799351,16.5641896580328,1
266.832696019468,2.14876052110364,1,84.6465026552323,82.6200181179848,4.01440559709475,0.0500691230151286,1
222.972995092469,1.48774967694608,1,90.9282861859538,95.6896727510639,-4.662365405284,6.00874792072026,3
210.724915182306,0.426163059677318,1,80.3209817502648,98.9242622645306,1.36924021935204,3.91386696234783,1
229.396704251881,0.689262776211616,0,96.9881500990596,81.9165825347865,-1.30742727124803,0.138048293074802,3
239.040324781882,0.702490467154386,1,94.1039114783052,98.3553826377345,1.10860817557098,0.0732725063593751,1
212.077768032621,2.60740741344412,0,87.1672089560889,97.6640171180916,0.148464638337651,2.35276372671506,3
223.690279166366,7.72278981609389,1,93.87451489456,97.1220323735937,-4.25515759936336,0.427951335875668,3
271.109973413617,9.47767582275818,1,91.0279054369312,94.4568010597845,3.44226059705667,0.0327931017665252,3
285.970004141221,1.18136406044904,1,79.1238880017772,98.0095246937099,5.4432818904426,0.227769648675069,3
254.350571470652,2.5312766318766,0,96.3030373910442,91.1105939774413,1.78375774941778,0.740089902386371,3
217.465016957064,0.273069500703147,1,89.8362533771433,90.7479308226073,-4.83144760948235,0.00832515117436037,2
273.64325549831,1.4013190746849,1,88.52756996057,97.308653068404,3.86862301531541,1.55477051244148,3
